Data Export Generated on Wed Feb 19 09:26:23 PST 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey ID 11853840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dashboard Name My Dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Response ID,Response Status,IP Address,Timestamp (mm/dd/yyyy),Duplicate,Time Taken to Complete (Seconds),Seq. Number,External Reference,shift,lift,tift,biffed,Custom Variable 5,Respondent Email,Email List,Country Code,Region,Intro,What is the date of the shift you are reporting for?,Please choose the day of the week.,Please enter the time slot.,Approximately how many student-questions were helped in total during your shift? (we understand that this tally may be higher than the number of students in the room because a student may add themselves a 2nd time...),How many CS 149 students?,How many CS 159 Students?,How many CS 227 Students?,How many CS 240 Students?,How many CS 261 Students?,Comment on how long TAs generally spent with a given student during your shift.,What were the most common problems being addressed. Ideally these would be prefaced with the course number.
118564359,Completed,134.126.113.17,3/25/24 09:31,0,123,1,,,,,,,,,US,VA,,3/24/24,Sunday,7-9 pm,9,2,5,0,2,0,15,"149-basic questions 159 - not knowing that you have to initialize in the constructor, out of bounds error 240 - not understanding out of bounds errors, passing own tests but failing gradescope "
118588917,Completed,134.126.113.120,3/25/24 20:00,0,111,1,,,,,,,,,US,VA,,3/25/24,Monday,7-9 pm,19,1,5,0,13,0,10-15 mins,240: the tree lab; introspective sort 159: slideshow picture broken - using wrong super.method()
118591369,Completed,149.40.58.152,3/25/24 21:56,0,142,1,,,,,,,,,US,NJ,,3/25/24,Monday,9-11 pm,1,0,1,0,0,0,~35 min,159: pictures HW: general confusion with how OOP works
118626405,Completed,73.251.214.183,3/26/24 07:09,0,60,1,,,,,,,,,US,VA,,3/25/24,Monday,5-7 pm,14,3,4,0,7,0,10,"240-Understanding binary searches and issues with the merging problem, (passing own tests) "
118663803,Completed,195.181.162.179,3/26/24 19:05,0,96,1,,,,,,,,,US,FL,,3/26/24,Tuesday,5-7 pm,11,2,0,0,7,2,20 minutes or so,"149: pa1 240: finer points of how introspective sort works, such as whether to use math.ceil or floor, etc 261: pa3"
118668157,Completed,73.31.123.109,3/26/24 22:06,0,73,1,,,,,,,,,US,VA,,3/26/24,Tuesday,9-11 pm,1,0,0,0,1,0,15 minutes,Questions about how to actually build the tree for the tree lab
118677510,Completed,2605:ad80:20:2b64:f150:f365:eb65:d355,3/27/24 07:08,0,325,1,,,,,,,,,US,VA,,3/26/24,Tuesday,7-9 pm,13,0,2,0,10,1,10-20min,"240: Understanding the provided pseudo code and how to incorporate it into their projects, parse tree lab 159: reading through the project/ understanding the readiness quiz 261: simple logic error within their program"
118707261,Started,134.126.113.17,3/27/24 18:05,0,108,1,,,,,,,,,US,VA,,3/27/24,Wednesday,5-7 pm,4,0,1,0,3,0,15 minutes,240: had a lot of questions about graphing a mergesort
118709969,Completed,134.126.113.82,3/27/24 20:02,0,238,1,,,,,,,,,US,VA,,3/27/24,Wednesday,7-9 pm,13,7,0,0,6,0,5 minutes,global scope in 149 and set fifth dice in the PA
118711760,Completed,2601:5c4:c780:110:98f6:19e:9377:e061,3/27/24 21:59,0,218,1,,,,,,,,,US,VA,,3/27/24,Wednesday,9-11 pm,3,0,0,0,3,0,20 min,"240 - running the driver, figuring out the threshold, debugging out of bounds and infinite loop errors"
118747242,Completed,134.126.113.82,3/28/24 18:05,0,135,1,,,,,,,,,US,VA,,3/28/24,Thursday,7-9 pm,16,2,2,0,9,3,12 minutes,lots of 240 at various points. 149 students are a little overwhelmed with the PA
118749415,Completed,134.126.113.120,3/28/24 19:57,0,69,1,,,,,,,,,US,VA,,3/28/24,Thursday,7-9 pm,12,1,1,0,9,1,15-Oct,240: intro sort and merge sort having index issues 159: used attributes from subclass when they should've used superclass 149: just the PA in general is not good
118751097,Completed,2601:5c4:c700:6f60:d707:38ca:eea7:1354,3/28/24 22:01,0,67,1,,,,,,,,,US,VA,,3/28/24,Thursday,9-11 pm,1,1,0,0,0,0,25 min,"149: indentation, variable scope"
118761979,Completed,2600:1003:b868:8724:0:18:4496:1701,3/29/24 08:24,0,103,1,,,,,,,,,US,VA,,3/28/24,Thursday,5-7 pm,16,2,2,0,9,3,11 minutes ,"240 various progress on the PA, the 149 PA was a little confusing"
118818747,Completed,134.126.113.66,3/31/24 15:53,0,1009,1,,,,,,,,,US,VA,,3/31/24,Sunday,3-5 pm Sunday only,8,5,4,0,0,0,15 min,"149 - understanding the game, returning tuples instead of scores 159 - stack overflow errors, polymorphism, using point.distance()"
118820524,Completed,134.126.113.120,3/31/24 18:00,0,109,1,,,,,,,,,US,VA,,3/31/24,Sunday,5-7 pm,9,4,4,0,1,0,10-20 minutes,149: the PA as a whole 159: collision 240: AVL tree
118824291,Completed,2600:387:f:7418::c,3/31/24 22:01,0,347,1,,,,,,,,,US,OK,,3/31/24,Sunday,9-11 pm,2,1,1,0,0,0,15-20 min,basic syntax questions for both 
118842047,Completed,73.251.214.183,4/1/24 11:58,0,71,1,,,,,,,,,US,VA,,3/31/24,Sunday,7-9 pm,4,1,2,0,1,0,30,"149-project specs unclear 159 - general testing, not reading specs 240- time complexities of sorting algorithms "
118857280,Completed,134.126.113.120,4/1/24 20:00,0,116,1,,,,,,,,,US,VA,,4/1/24,Monday,7-9 pm,12,5,3,0,4,0,10-60 minutes,149: PA bad 159: abstract methods 240: review for midterm
118861893,Completed,2601:5c4:c700:6f60:c8e3:2f0b:de18:bfd0,4/2/24 01:12,0,80,1,,,,,,,,,US,VA,,4/1/24,Monday,9-11 pm,1,1,0,0,0,0,45 minutes ,"149: dice game PA, understanding the spec and how to iterate through lists "
118884813,Completed,134.126.113.17,4/2/24 13:32,0,162,1,,,,,,,,,US,VA,,4/1/24,Monday,5-7 pm,12,5,6,0,1,0,10,"149 - PA specs and understanding what it wants 159 - Testing and debugging issues, not reading specs and not realizing there is a distance function 240 - Recursive analysis "
118894109,Completed,134.126.113.50,4/2/24 17:55,0,132,1,,,,,,,,,US,VA,,4/2/24,Tuesday,5-7 pm,6,3,0,0,3,0,30-40 minutes,"149: Dice game PA, questions about loop keywords continue and break 240: recurrence relations, binary search tree + inorder traversal algorithm"
118898097,Completed,2600:387:f:7411::8,4/2/24 20:33,0,51,1,,,,,,,,,US,OK,,4/2/24,Tuesday,7-9 pm,0,0,0,0,0,0,NA,NA
118988930,Completed,134.126.113.82,4/3/24 20:08,0,156,1,,,,,,,,,US,VA,,4/3/24,Wednesday,7-9 pm,20,14,3,0,0,3,11 minutes,149 Understanding sepcs
118991433,Completed,2601:5c4:c780:1470:fc44:c51c:7c5:8c9a,4/3/24 22:25,0,80,1,,,,,,,,,US,VA,,4/3/24,Wednesday,9-11 pm,2,1,0,0,0,1,15 min,"149 - functions, loops, imports 261 - understanding p3 errors"
119030194,Completed,134.126.113.82,4/4/24 17:59,0,39,1,,,,,,,,,US,VA,,4/4/24,Thursday,5-7 pm,7,2,5,0,0,0,5 minutes,duckman
119033698,Completed,134.126.113.120,4/4/24 19:57,0,64,1,,,,,,,,,US,VA,,4/4/24,Thursday,7-9 pm,6,3,3,0,0,0,10-15 mins ,149: everything 159: inheritance
119063571,Completed,134.126.113.50,4/5/24 14:26,0,23,1,,,,,,,,,US,VA,,4/4/24,Thursday,9-11 pm,0,0,0,0,0,0,,
119116867,Completed,134.126.113.66,4/7/24 16:07,0,36,1,,,,,,,,,US,VA,,4/7/24,Sunday,3-5 pm Sunday only,3,0,3,0,0,0,15 min,159 - enemy updates and inheritance
119118830,Completed,134.126.113.82,4/7/24 18:00,0,217,1,,,,,,,,,US,VA,,4/7/24,Sunday,5-7 pm,2,0,2,0,0,0,10 minutes,159 duckman
119124485,Completed,2605:ad80:20:2b64:b0d8:f4de:130f:752f,4/7/24 22:50,0,180,1,,,,,,,,,US,VA,,4/7/24,Sunday,9-11 pm,2,0,2,0,0,0,10-20mins,159: Simple logic issues when updating the score and how to implement the functionality for the enemies
119124498,Completed,73.251.214.183,4/7/24 22:50,0,17,1,,,,,,,,,US,VA,,4/7/24,Sunday,7-9 pm,0,0,0,0,0,0,0,
119159261,Completed,134.126.113.120,4/8/24 18:00,0,28,1,,,,,,,,,US,VA,,4/8/24,Monday,5-7 pm,8,0,8,0,0,0,10-15 mins,159: enemy chasing
119161781,Completed,134.126.113.120,4/8/24 19:59,0,22,1,,,,,,,,,US,VA,,4/8/24,Monday,7-9 pm,1,0,1,0,0,0,10-15 mins,
119175133,Completed,134.126.113.50,4/9/24 07:08,0,63,1,,,,,,,,,US,VA,,4/8/24,Monday,9-11 pm,0,0,0,0,0,0,,
119202379,Completed,134.126.113.22,4/9/24 19:46,0,63,1,,,,,,,,,US,VA,,4/9/24,Tuesday,7-9 pm,1,0,0,0,1,0,2min,240: time complexities 
119204060,Completed,146.70.147.99,4/9/24 21:08,0,396,1,,,,,,,,,US,FL,,4/9/24,Tuesday,5-7 pm,1,0,1,0,0,0,10 minutes,159: practice test questions
119218756,Completed,134.126.113.17,4/10/24 10:01,0,33,1,,,,,,,,,US,VA,,4/9/24,Tuesday,9-11 pm,0,0,0,0,0,0,,
119218778,Completed,134.126.113.17,4/10/24 10:02,0,90,1,,,,,,,,,US,VA,,4/2/24,Tuesday,9-11 pm,1,1,0,0,0,0,20 minutes,Helping understand how calculating the correct dice rolls works.
119218831,Completed,134.126.113.17,4/10/24 10:03,0,114,1,,,,,,,,,US,VA,,4/3/24,Wednesday,5-7 pm,8,7,1,0,0,0,20 minutes,149: A lot of questions about calculating the errors with the different rolls and how to different lists relate to each other.
119236439,Started,134.126.113.17,4/10/24 17:55,0,76,1,,,,,,,,,US,VA,,4/10/24,Wednesday,5-7 pm,1,0,1,0,0,0,10 minutes,Difference between static and non-static methods
119239514,Completed,134.126.113.82,4/10/24 19:56,0,48,1,,,,,,,,,US,VA,,4/10/24,Wednesday,7-9 pm,2,0,0,0,2,0,5 minutes,n/a
119242440,Completed,2601:5c4:c780:110:8133:83b5:59e4:e670,4/10/24 22:15,0,70,1,,,,,,,,,US,VA,,4/10/24,Wednesday,3-5 pm Sunday only,2,2,0,0,0,0,15 min,149 - reading/writing files
119252462,Completed,134.126.113.66,4/11/24 08:35,0,28,1,,,,,,,,,US,VA,,4/11/24,Wednesday,9-11 pm,2,2,0,0,0,0,15 min,149 - reading/writing files
119275811,Completed,134.126.113.82,4/11/24 18:02,0,36,1,,,,,,,,,US,VA,,4/11/24,Thursday,5-7 pm,0,0,0,0,0,0,0,n/a
119278530,Completed,134.126.113.120,4/11/24 20:02,0,23,1,,,,,,,,,US,VA,,4/11/24,Thursday,7-9 pm,2,0,0,0,1,1,10-15 mins,
119280810,Completed,2601:5c4:c700:6f60::ca98,4/11/24 22:00,0,15,1,,,,,,,,,US,VA,,4/11/24,Thursday,9-11 pm,0,0,0,0,0,0,,
119364104,Completed,134.126.113.66,4/14/24 15:58,0,86,1,,,,,,,,,US,VA,,4/14/24,Sunday,3-5 pm Sunday only,5,5,0,0,0,0,15 min,"149 - reading and writing files, iterating through words, ntlk import"
119366137,Completed,134.126.113.82,4/14/24 17:59,0,57,1,,,,,,,,,US,VA,,4/14/24,Sunday,5-7 pm,3,3,0,0,0,0,10 minutes,file io
119369971,Completed,2605:ad80:20:2b64:4d3c:1ae1:f897:1e88,4/14/24 22:15,0,393,1,,,,,,,,,US,VA,,4/14/24,Sunday,9-11 pm,2,2,0,0,0,0,30-40,149: logic errors when checking for duplicates and indexing through a string 
119369987,Completed,73.251.214.183,4/14/24 22:16,0,40,1,,,,,,,,,US,VA,,4/14/24,Sunday,7-9 pm,2,1,0,0,1,0,14,240 - huffman trees 149 - lists v lists runtime speed
119408645,Completed,134.126.113.17,4/15/24 17:58,0,50,1,,,,,,,,,US,VA,,4/15/24,Monday,5-7 pm,4,2,0,0,2,0,15,"240 - hashtables 149 - importing functions, setting return to variables"
119412990,Completed,134.126.141.147,4/15/24 19:55,0,35,1,,,,,,,,,US,,,4/15/24,Monday,7-9 pm,7,0,0,0,7,0,10-15 mins,"240: zip in madzip, indexes in the hashing lab"
119418329,Completed,2601:5c4:c700:6f60:c8e3:2f0b:de18:bfd0,4/15/24 23:46,0,25,1,,,,,,,,,US,VA,,4/16/24,Monday,9-11 pm,0,0,0,0,0,0,,
119459945,Completed,134.126.113.50,4/16/24 09:10,0,24,1,,,,,,,,,US,VA,,4/16/24,Monday,9-11 pm,0,0,0,0,0,0,,
119494529,Completed,134.126.113.50,4/16/24 18:00,0,165,1,,,,,,,,,US,VA,,4/16/24,Tuesday,5-7 pm,4,3,0,0,1,0,15-20 minutes,149: squares pa: file io/string manipulation 240: hashtable lab gradescope error hunt
119498957,Completed,134.126.113.22,4/16/24 19:47,0,156,1,,,,,,,,,US,VA,,4/16/24,Tuesday,7-9 pm,2,0,1,0,1,0,Oct-40,159: helping get started with the judge interface for HW9 240: Problems with the debugger 
119555566,Completed,134.126.113.17,4/17/24 18:03,0,123,1,,,,,,,,,US,VA,,4/17/24,Wednesday,5-7 pm,8,3,0,0,5,0,15 minutes,240: Lots of questions about how to build and traverse Huffman Trees
119558869,Completed,134.126.113.82,4/17/24 20:03,0,49,1,,,,,,,,,US,VA,,4/17/24,Wednesday,7-9 pm,10,3,2,0,5,0,15 minutes,huffman trees
119561843,Completed,2601:5c4:c700:c3d0:4507:6a5:d7f:d4dc,4/17/24 22:00,0,36,1,,,,,,,,,US,VA,,4/17/24,Wednesday,9-11 pm,1,0,1,0,0,0,10 mins,159: clarification on the instructions for HW9
119630408,Completed,134.126.113.82,4/18/24 18:01,0,93,1,,,,,,,,,US,VA,,4/18/24,Thursday,5-7 pm,22,10,9,0,3,0,10 minutes,"huffman trees, 149 recursion"
119636350,Completed,134.126.113.120,4/18/24 19:56,0,98,1,,,,,,,,,US,VA,,4/18/24,Thursday,7-9 pm,16,2,6,0,8,0,10-15 mins,149: instructions 159: the RoundRobin matchupBuild 240: Everything
119640905,Completed,73.99.87.156,4/18/24 22:02,0,47,1,,,,,,,,,US,VA,,4/18/24,Thursday,9-11 pm,1,0,1,0,0,0,10 minutes,"159: tournament homework, implementing a helper function"
119777394,Completed,134.126.113.66,4/21/24 15:57,0,137,1,,,,,,,,,US,VA,,4/21/24,Sunday,3-5 pm Sunday only,9,3,4,0,2,0,15 min,"149 - iterating through lists of letters, verifying no repeats 159 - jar files, understanding matchups/participants 240 - serializing, unzipping"
119779543,Completed,134.126.113.82,4/21/24 18:05,0,137,1,,,,,,,,,US,VA,,4/21/24,Sunday,5-7 pm,14,4,6,0,4,0,10 minutes,buildschedule()
119781617,Completed,134.126.113.17,4/21/24 19:55,0,197,1,,,,,,,,,US,VA,,4/21/24,Sunday,7-9 pm,9,2,6,0,2,0,15,149 - understanding return types and default parameters on function calls 159 - creating a map with two iterators 240 - huffman tree pa
119797006,Completed,2605:ad80:20:2b64:19c6:b10b:45f7:6d47,4/22/24 07:08,0,77,1,,,,,,,,,US,VA,,4/21/24,Sunday,9-11 pm,1,0,1,0,0,0,15,159: issues with the jar file for hw9
119844443,Completed,134.126.113.17,4/22/24 18:12,0,220,1,,,,,,,,,US,VA,,4/22/24,Monday,5-7 pm,25,4,20,0,1,0,10,"149 - the current PA, just simple issues and confusions about the functions 159 - the build schedule function and how to use iterators 240 - starting the huffman tree pa"
119850023,Completed,134.126.113.120,4/22/24 20:00,0,58,1,,,,,,,,,US,VA,,4/22/24,Monday,7-9 pm,25,7,13,0,5,0,10-15 mins,149: import files 159: iterators and the buildtournament 240: everything
119854375,Completed,73.99.87.156,4/22/24 22:01,0,55,1,,,,,,,,,US,VA,,4/22/24,Monday,9-11 pm,3,0,1,0,2,0,20-30 minutes,"240: MadZip PA 159: tournament hw, how to implement high and low wins"
119931366,Completed,134.126.113.66,4/23/24 18:02,0,205,1,,,,,,,,,US,VA,,4/23/24,Tuesday,5-7 pm,12,5,0,0,7,0,15 min,"149 - checking validity, loop out of bounds, list indexing 240 - unzipping, encoding"
119938980,Completed,134.126.113.22,4/23/24 20:54,0,335,1,,,,,,,,,US,VA,,4/23/24,Tuesday,7-9 pm,14,9,0,0,5,0,15-20min,"149: Understanding what the code is asking for and the logic behind it, spec not matching up with older versions of the starter file 240: Check style, Logic errors"
119993240,Completed,134.126.113.82,4/24/24 19:58,0,237,1,,,,,,,,,US,VA,,4/24/24,Wednesday,7-9 pm,20,1,3,0,15,0,10 minutes,240 huffman
119996735,Completed,2601:5c4:c780:110:f198:a62:6355:1db5,4/24/24 21:59,0,110,1,,,,,,,,,US,VA,,4/24/24,Wednesday,9-11 pm,2,0,0,0,2,0,45 min,240 - compare to and how it was messing up a bunch of grade scope tests
120035903,Completed,134.126.113.82,4/25/24 18:04,0,94,1,,,,,,,,,US,VA,,4/25/24,Thursday,5-7 pm,12,2,7,0,4,0,10 minutes,huffman trees
120112223,Completed,134.126.113.66,4/28/24 15:57,0,144,1,,,,,,,,,US,VA,,4/28/24,Sunday,3-5 pm Sunday only,6,3,3,0,0,0,15 min,"149 - maps, valid words 159 - understanding recursion"
120113837,Completed,134.126.113.82,4/28/24 18:01,0,93,1,,,,,,,,,US,VA,,4/28/24,Sunday,5-7 pm,8,1,7,0,0,0,15 minutes,159 recursion
120116490,Completed,73.99.87.156,4/28/24 21:12,0,44,1,,,,,,,,,US,VA,,4/28/24,Thursday,9-11 pm,1,0,1,0,0,0,20 minutes,"159: tournament pa, help with private helper"
120157123,Completed,134.126.113.120,4/29/24 20:02,0,53,1,,,,,,,,,US,VA,,4/29/24,Monday,7-9 pm,17,3,11,2,1,0,10-15 mins,159: record recursion 240: review for final 261: seg faults
120157582,Completed,73.251.214.183,4/29/24 20:21,0,253,1,,,,,,,,,US,VA,,4/29/24,Sunday,5-7 pm,37,9,25,0,0,3,10,"149 - indentation 159- not reading the specs, not making things recursive, not understanding maps, making things iteratrive 261- seg faults"
120159488,Completed,73.99.87.156,4/29/24 22:04,0,55,1,,,,,,,,,US,VA,,4/29/24,Monday,9-11 pm,2,0,2,0,0,0,30 minutes,159: calculateStandings in tournament pa
120204671,Completed,134.126.113.22,4/30/24 19:06,0,164,1,,,,,,,,,US,VA,,4/28/24,Sunday,9-11 pm,4,0,1,0,0,0,15-20min,"159: Most student's ha questions pertaining to the logic behind setting up the standings function, how to incorporate the functions the already/ understanding those functions and how to make it recursive"
120204742,Completed,134.126.113.22,4/30/24 19:08,0,3167,1,,,,,,,,,US,VA,,4/30/24,Tuesday,7-9 pm,4,3,1,0,0,0,10-15 min,"149: PA simple logic errors, walking/talking through it together 159: HW 9 help grasping what was being asked of them"
120207019,Completed,73.31.123.109,4/30/24 20:34,0,1278,1,,,,,,,,,US,VA,,4/25/24,Thursday,7-9 pm,9,0,4,0,5,0,20 minutes,159: Recursive calls 240: How to correctly encode files using bitsequence
120207490,Completed,73.31.123.109,4/30/24 20:55,0,98,1,,,,,,,,,US,VA,,4/24/24,Wednesday,5-7 pm,4,0,1,0,3,0,20 minutes,240: How to unzip the encoded files with the huffman tree
120207525,Completed,73.31.123.109,4/30/24 20:57,0,365,1,,,,,,,,,US,VA,,4/23/24,Tuesday,9-11 pm,5,3,0,0,1,1,20 minutes,240: not accounting for edge cases 149: Throwing incorrect errors when checking a word
120210216,Completed,73.31.123.109,4/30/24 23:22,0,72,1,,,,,,,,,US,VA,,4/30/24,Tuesday,9-11 pm,3,1,2,0,0,0,15 minutes,159: recursion in the scoring function
120210877,Completed,73.99.87.156,5/1/24 00:21,0,83,1,,,,,,,,,US,VA,,4/30/24,Tuesday,5-7 pm,8,4,4,0,0,0,20 minutes,"159: tournament pa, mathdice hw 149: reading lines hw"
